x,y
1.4386,-4.8333
-3.1458,-8.8117
-5.1044,-10.386
-0.4833,-8.4774
-7.2536,-7.1279
-3.3333,-7.1087
-6.2502,-1.8517
-6.5901,-5.8087
-7.5388,-3.5636
-8.1065,-4.0688
-6.8498,-2.765
-7.9756,-2.5861
-8.0569,-5.5962
-11.6619,-0.45
-6.2742,-7.9519
-10.3379,-3.6996
-3.8918,-0.7739
-6.1898,-3.5337
-5.2317,-9.266
-5.8534,-8.3346
-11.1839,-1.348
-4.2338,-6.9067
-6.6697,-7.7035
-4.5044,-7.8878
-1.0796,-6.0774
-3.6783,-9.9593
-9.2113,-13.1579
-4.3353,-8.0032
-9.4999,-11.2022
0.0387,-11.3839
-1.8874,-5.5389
-5.0575,-6.3565
-6.5009,-6.3797
-0.3605,-6.9767
-7.7156,-6.8965
-3.3517,-4.3829
-13.1355,-6.3917
-7.5391,-3.0999
-9.6149,-5.502
-9.9614,-7.4722
-4.7735,-1.4536
-1.6813,-6.2878
-2.1092,-4.7905
-3.0959,-10.1051
-1.1102,-11.3653
-5.6882,-6.1043
-7.8386,-5.712
-4.3545,-4.997
-10.2106,-11.5381
-5.9065,-9.2729
-6.7255,-5.8787
-11.0161,-5.4746
-2.4332,0.1589
-9.5264,-1.5606
-7.3117,-14.0669
-5.511,1.057
-1.2329,-3.9177
-9.4419,-5.2049
-5.9029,-10.8868
-3.1452,-1.4018
-0.1937,-3.6258
-7.1457,-5.2446
-5.6587,-5.554
-8.1451,0.2819
-6.1785,-9.0426
-9.0459,-7.7573
-7.4158,-3.052
-10.3377,-10.8033
-1.4897,-5.9977
-8.2452,-10.1429
1.2159,-1.8209
-1.0402,-5.225
-11.1317,-9.7852
-6.7766,-5.7222
-2.7911,-4.4211
1.8096,2.0699
9.6485,5.9114
4.5515,8.0985
5.2065,4.8044
10.802,4.8238
-0.1292,2.9904
0.4512,3.9281
-1.7954,2.8937
3.4006,0.7881
8.9863,6.2327
3.4434,2.6873
6.6614,2.7917
1.8524,6.3685
7.3832,3.8535
1.6618,3.4678
7.8749,7.7873
2.1237,4.7001
-0.901,-0.0768
3.8593,5.8116
8.4522,10.4353
4.5572,4.2436
2.5059,8.7903
5.1683,3.7674
4.3727,2.8154
5.3647,5.3209
4.4833,5.2154
9.4364,1.4107
-0.8849,5.442
4.8507,10.6746
1.6653,4.0597
1.3056,2.766
3.6615,6.3296
7.7559,6.1938
8.8484,6.6767
5.6101,6.9556
13.1939,5.8329
1.6355,2.807
8.6958,3.977
5.9476,8.8913
4.0537,2.1241
9.9675,4.3458
-1.4698,1.0678
8.8553,1.537
4.9861,4.3971
6.5217,10.0321
6.3954,3.0642
12.5653,2.6846
4.9589,7.7839
3.5352,-0.6241
6.4526,12.0312
6.5677,2.586
4.3703,7.5119
3.6323,1.7974
1.2883,6.7448
8.4945,9.878
5.2001,3.2079
4.8531,5.1233
3.6758,1.2
6.3418,7.044
5.7154,-1.8459
5.7161,3.7898
4.4095,12.0448
6.1979,-1.8404
1.2246,2.1113
7.5325,4.5087
5.5508,5.2425
5.4908,5.9253
3.1288,4.0779
7.8789,8.1044
8.0957,11.2509
2.1897,8.8574
3.1198,-0.3174
6.3891,6.2494
10.3834,3.4006
6.3021,7.5109
3.2882,-1.228
4.0562,2.5657
8.6567,5.1292
9.5612,-0.8126
9.4505,4.8618
10.466,9.654
9.147,8.1698
4.5245,5.1038
5.8797,10.9745
7.6677,2.9747
3.2251,5.4415
0.5693,3.8182
11.4668,4.2319
5.7961,-1.5104
-2.3868,4.6446
6.5111,2.286
7.4479,4.6788
7.7006,10.8364
2.0919,11.1845
7.1362,-3.8839
5.1419,2.0932
10.9134,2.572
4.2139,3.2015
0.4127,-5.5719
4.1374,4.1142
4.5073,8.9797
5.8801,4.7337
8.7141,2.9537
5.3618,6.8604
4.2568,1.9615
3.7178,5.2824
4.2109,1.5543
4.3028,2.3848
1.4704,9.4093
9.8911,0.5382
8.3615,12.318
5.916,-0.3691
4.2789,9.1381
5.9747,6.6731
4.1562,8.2789
2.713,5.3275
0.4764,6.3564
4.9246,7.5981
1.9852,8.7704
12.1269,9.1482
5.1666,-2.7379
7.563,5.2931
-1.3883,1.0199
4.653,11.4923
12.9124,3.7275
-0.3127,5.6589
9.3723,0.4702
8.6274,3.8821
3.2578,8.1214
7.2582,-2.2342
6.6445,2.5425
1.8557,7.7802
2.3365,7.351
10.3589,6.3088
7.8459,9.3099
5.0231,-0.0839
11.4035,5.0178
5.546,3.6461
7.9823,0.4011
5.2928,4.3719
2.6313,2.9237
3.0307,7.6112
2.6549,5.0136
-2.0508,10.0084
9.3152,12.5606
0.4686,10.6155
8.9517,5.577
5.6646,4.1494
1.4862,8.2913
10.5094,5.6549
6.6693,-1.1462
5.1825,6.1844
5.7255,4.438
5.0669,0.5157
3.0306,1.9927
5.3828,2.6541
9.8698,0.0924
2.2252,6.4433
7.4037,6.202
5.3447,5.4765
3.5035,7.2907
2.3326,8.6606
4.9748,6.7056
9.4755,7.8967
1.947,3.8097
6.0137,5.4981
7.8419,5.1736
5.0032,4.9738
8.3272,5.0308
3.7604,1.6896
5.8179,8.9648
2.1031,3.846
6.2819,2.9345
6.3761,2.9507
2.4501,6.559
9.1907,5.1034
5.4733,5.7533
7.4707,2.3622
0.7529,4.9725
0.7428,6.2482
1.57,5.1394
0.3313,4.2707
0.8788,4.1398
4.8797,3.8583
2.7754,9.2943
1.0454,-1.4071
6.4674,6.7989
7.5324,3.4232
5.1895,5.591
8.0106,7.4105
2.9748,6.2706
6.2303,2.2189
6.413,6.6003
8.4057,7.7403
-3.1178,9.1136
4.2589,8.1609
0.9928,7.8198
6.729,1.7594
2.0309,2.787
9.0659,12.7927
5.8197,11.1064
4.0376,-1.7103
7.1745,4.8728
5.7817,3.8682
1.227,6.1199
3.0304,6.8167
8.4239,10.1529
8.4757,4.9136
7.6312,9.5515
2.0461,4.6069
5.0204,-0.6666
6.0484,7.8781
-0.3992,7.5297
7.1594,6.9217
4.8737,8.0563
4.1356,1.1401
4.396,6.8163
5.9514,4.4712
4.6534,3.5285
4.6467,4.9405
7.1996,4.2827
4.0871,6.2614
9.9007,3.2154
2.9784,4.434
-0.169,9.9743
7.462,3.3961
8.6943,7.5346
4.916,5.3106
4.1872,1.6765
-0.1546,5.3507
1.92,7.1817
5.2241,8.1157
